# Generated Item Translations
# Format: key,English,Portuguese
# Total items: 280
#
# NOTE: Portuguese translations need to be filled in manually
# Copy these lines to localization/translations.csv and translate the third column


# BOW Items
item_iron_ingot_desc,Strong iron ingot. Essential for tools and construction.,Strong iron ingot. Essential for tools and construction.
item_iron_ore_name,Iron Ore,Iron Ore
item_iron_ore_desc,Raw iron ore extracted from mining. Essential for creating iron ingots.,Raw iron ore extracted from mining. Essential for creating iron ingots.
item_iron_sword_name,Iron Sword,Iron Sword
item_iron_sword_desc,A well-crafted iron sword. Requires components from multiple classes.,A well-crafted iron sword. Requires components from multiple classes.
item_ironwood_name,Ironwood,Ironwood
item_ironwood_desc,Legendary wood as strong as metal. Extremely rare.,Legendary wood as strong as metal. Extremely rare.
item_ironwood_planks_name,Ironwood Planks,Ironwood Planks
item_ironwood_planks_desc,Processed ironwood planks. As strong as metal\, legendary material.,Processed ironwood planks. As strong as metal\, legendary material.
item_leather_cord_name,Leather Cord,Leather Cord
item_leather_cord_desc,Thin leather cords for jewelry and ties.,Thin leather cords for jewelry and ties.
item_leather_grip_name,Leather Grip,Leather Grip
item_leather_grip_desc,A comfortable leather grip for weapons and tools.,A comfortable leather grip for weapons and tools.
item_leather_strap_name,Leather Strap,Leather Strap
item_leather_strap_desc,Leather straps for buckles and bindings. Essential component. Crafted from deer hide + basic leather.,Leather straps for buckles and bindings. Essential component. Crafted from deer hide + basic leather.
item_limestone_name,Limestone,Limestone
item_limestone_desc,Sedimentary rock used for mortar and construction.,Sedimentary rock used for mortar and construction.
item_linen_fabric_name,Linen Fabric,Linen Fabric
item_linen_fabric_desc,Quality linen fabric from flax. Used for clothing and linens.,Quality linen fabric from flax. Used for clothing and linens.
item_lodestone_name,Lodestone,Lodestone
item_lodestone_desc,Naturally magnetic iron ore. Mysterious properties valued by scholars.,Naturally magnetic iron ore. Mysterious properties valued by scholars.
item_lye_name,Lye,Lye
item_lye_desc,Caustic alkaline solution. Used for soap making and tanning.,Caustic alkaline solution. Used for soap making and tanning.
item_madder_root_name,Madder Root,Madder Root
item_madder_root_desc,Red dye plant root. Creates rich red dyes.,Red dye plant root. Creates rich red dyes.
item_malachite_name,Malachite,Malachite
item_malachite_desc,Bright green copper carbonate. Used for decorative bronzework.,Bright green copper carbonate. Used for decorative bronzework.
item_maple_planks_name,Maple Planks,Maple Planks
item_maple_planks_desc,Processed maple wood planks. Beautiful hardwood for fine furniture.,Processed maple wood planks. Beautiful hardwood for fine furniture.
item_maple_wood_name,Maple Wood,Maple Wood
item_maple_wood_desc,Beautiful hardwood from maple trees. Excellent for fine furniture and musical instruments.,Beautiful hardwood from maple trees. Excellent for fine furniture and musical instruments.
item_marble_name,Marble,Marble
item_marble_desc,Beautiful metamorphic stone used for luxury construction and decoration.,Beautiful metamorphic stone used for luxury construction and decoration.
item_masterwork_leather_name,Masterwork Leather,Masterwork Leather
item_masterwork_leather_desc,Perfect leather from exotic hides. Ultimate leatherwork.,Perfect leather from exotic hides. Ultimate leatherwork.
item_medicinal_tincture_name,Medicinal Tincture,Medicinal Tincture
item_medicinal_tincture_desc,Concentrated herbal medicine. Treats ailments and poisons.,Concentrated herbal medicine. Treats ailments and poisons.
item_metal_bands_name,Metal Bands,Metal Bands
item_metal_bands_desc,Bronze bands used for reinforcement. Essential for barrels and equipment.,Bronze bands used for reinforcement. Essential for barrels and equipment.
item_mica_name,Mica,Mica
item_mica_desc,Transparent mineral sheets. Used for windows and decorative purposes.,Transparent mineral sheets. Used for windows and decorative purposes.
item_mortar_name,Mortar,Mortar
item_mortar_desc,Binding mortar. Holds bricks together. Crafted from limestone + sand.,Binding mortar. Holds bricks together. Crafted from limestone + sand.
item_mushrooms_name,Mushrooms,Mushrooms
item_mushrooms_desc,Wild mushrooms found in forests. Used in cooking and medicine.,Wild mushrooms found in forests. Used in cooking and medicine.
item_mushrooms_common_name,Common Mushrooms,Common Mushrooms
item_mushrooms_common_desc,Edible forest mushrooms. Used in cooking.,Edible forest mushrooms. Used in cooking.
item_mushrooms_special_name,Special Mushrooms,Special Mushrooms
item_mushrooms_special_desc,Rare alchemical mushrooms.,Rare alchemical mushrooms.
item_musk_glands_name,Musk Glands,Musk Glands
item_musk_glands_desc,Rare musk glands. Essential perfume ingredient.,Rare musk glands. Essential perfume ingredient.
item_nails_name,Nails,Nails
item_nails_desc,Iron nails. Basic but essential construction component.,Iron nails. Basic but essential construction component.
item_oak_planks_name,Oak Planks,Oak Planks
item_oak_planks_desc,Processed oak planks. Foundation of construction and furniture.,Processed oak planks. Foundation of construction and furniture.
item_oak_wood_name,Oak Wood,Oak Wood
item_oak_wood_desc,Sturdy oak logs. Foundation of all woodworking.,Sturdy oak logs. Foundation of all woodworking.
item_oats_name,Oats,Oats
item_oats_desc,Nutritious oat grain. Makes hearty porridge.,Nutritious oat grain. Makes hearty porridge.
item_obsidian_name,Obsidian,Obsidian
item_obsidian_desc,Volcanic glass with razor-sharp edges. Valued for luxury items.,Volcanic glass with razor-sharp edges. Valued for luxury items.
item_olive_oil_name,Olive Oil,Olive Oil
item_olive_oil_desc,Pressed olive oil. Essential cooking ingredient. Crafted from olives.,Pressed olive oil. Essential cooking ingredient. Crafted from olives.
item_olives_name,Olives,Olives
item_olives_desc,Mediterranean olives. Pressed into valuable olive oil.,Mediterranean olives. Pressed into valuable olive oil.
item_onions_name,Onions,Onions
item_onions_desc,Pungent onions. Adds flavor to every dish.,Pungent onions. Adds flavor to every dish.
item_ore_name,Ore,Ore
item_ore_desc,DELETE ME,DELETE ME
item_pears_name,Pears,Pears
item_pears_desc,Sweet pears. Popular in desserts and preserves.,Sweet pears. Popular in desserts and preserves.
item_pine_planks_name,Pine Planks,Pine Planks
item_pine_planks_desc,Processed pine planks. Good for basic construction. Crafted from pine wood.,Processed pine planks. Good for basic construction. Crafted from pine wood.
item_pine_wood_name,Pine Wood,Pine Wood
item_pine_wood_desc,Soft pine logs. Good for basic construction.,Soft pine logs. Good for basic construction.
item_plant_fiber_name,Plant Fiber,Plant Fiber
item_plant_fiber_desc,Basic plant fibers. Foundation of all textiles.,Basic plant fibers. Foundation of all textiles.
item_pottery_set_name,Pottery Set,Pottery Set
item_pottery_set_desc,Basic pottery set. Useful for storage and cooking.,Basic pottery set. Useful for storage and cooking.
item_premium_bait_name,Premium Bait,Premium Bait
item_premium_bait_desc,Highest quality bait. Attracts even the rarest creatures.,Highest quality bait. Attracts even the rarest creatures.
item_preserved_rations_name,Preserved Rations,Preserved Rations
item_preserved_rations_desc,Long-lasting preserved food. WAR event essential!,Long-lasting preserved food. WAR event essential!
item_pristine_pelts_name,Pristine Pelts,Pristine Pelts
item_pristine_pelts_desc,Perfect condition fur pelts. Ultimate luxury material.,Perfect condition fur pelts. Ultimate luxury material.
item_pumpkins_name,Pumpkins,Pumpkins
item_pumpkins_desc,Large seasonal pumpkins. Harvest Festival essential!,Large seasonal pumpkins. Harvest Festival essential!
item_quality_honey_name,Quality Honey,Quality Honey
item_quality_honey_desc,Rare\, pure honey from wild beehives. Highly valued for its sweetness.,Rare\, pure honey from wild beehives. Highly valued for its sweetness.
item_quality_leather_name,Quality Leather,Quality Leather
item_quality_leather_desc,Quality deer leather treated with salt. For bags and gear.,Quality deer leather treated with salt. For bags and gear.
item_quartz_crystal_name,Quartz Crystal,Quartz Crystal
item_quartz_crystal_desc,Clear crystalline mineral. Used for decoration and polishing.,Clear crystalline mineral. Used for decoration and polishing.
item_rabbit_hide_name,Rabbit Hide,Rabbit Hide
item_rabbit_hide_desc,Soft rabbit pelt. Makes basic leather goods.,Soft rabbit pelt. Makes basic leather goods.
item_rabbit_meat_name,Rabbit Meat,Rabbit Meat
item_rabbit_meat_desc,Fresh rabbit meat. Basic food and bait ingredient.,Fresh rabbit meat. Basic food and bait ingredient.
item_rare_seeds_name,Rare Seeds,Rare Seeds
item_rare_seeds_desc,Mysterious exotic seeds. Valuable trade commodity.,Mysterious exotic seeds. Valuable trade commodity.
item_rare_spices_name,Rare Spices,Rare Spices
item_rare_spices_desc,Exotic spices (saffron\, cinnamon\, pepper\, ginger). Luxury food ingredient.,Exotic spices (saffron\, cinnamon\, pepper\, ginger). Luxury food ingredient.
item_raw_meat_name,Raw Meat,Raw Meat
item_raw_meat_desc,Fresh meat from hunted animals. Can be cooked or preserved.,Fresh meat from hunted animals. Can be cooked or preserved.
item_resin_name,Resin,Resin
item_resin_desc,Hardened tree resin. Used for adhesives and luxury items.,Hardened tree resin. Used for adhesives and luxury items.
item_rivets_name,Rivets,Rivets
item_rivets_desc,Small metal fasteners. Essential for armor and construction.,Small metal fasteners. Essential for armor and construction.
item_rope_name,Rope,Rope
item_rope_desc,Strong hemp rope. Construction and utility essential. Crafted from hemp.,Strong hemp rope. Construction and utility essential. Crafted from hemp.
item_ruby_name,Ruby,Ruby
item_ruby_desc,Deep red gemstone. The most valuable common gem.,Deep red gemstone. The most valuable common gem.
item_rye_name,Rye,Rye
item_rye_desc,Hardy rye grain. Makes dark bread and ale.,Hardy rye grain. Makes dark bread and ale.
item_salt_name,Salt,Salt
item_salt_desc,Essential mineral for food preservation and leather tanning.,Essential mineral for food preservation and leather tanning.
item_saltpeter_name,Saltpeter,Saltpeter
item_saltpeter_desc,Crystalline mineral used in alchemical processes.,Crystalline mineral used in alchemical processes.
item_sand_name,Sand,Sand
item_sand_desc,Fine granular material. Essential for glassmaking.,Fine granular material. Essential for glassmaking.
item_sandstone_name,Sandstone,Sandstone
item_sandstone_desc,Softer sedimentary rock used for basic construction.,Softer sedimentary rock used for basic construction.
item_sapphire_name,Sapphire,Sapphire
item_sapphire_desc,Striking blue gemstone. Prized by nobility for jewelry.,Striking blue gemstone. Prized by nobility for jewelry.
item_seasoned_meat_name,Seasoned Meat,Seasoned Meat
item_seasoned_meat_desc,Herb-seasoned meat. Quality food for celebrations!,Herb-seasoned meat. Quality food for celebrations!
item_silk_name,Silk,Silk
item_silk_desc,Rare luxurious silk.,Rare luxurious silk.
item_silk_fabric_name,Silk Fabric,Silk Fabric
item_silk_fabric_desc,Luxurious silk fabric. For nobility and royalty.,Luxurious silk fabric. For nobility and royalty.
item_silver_fittings_name,Silver Fittings,Silver Fittings
item_silver_fittings_desc,Delicate silver components for fine craftsmanship and jewelry.,Delicate silver components for fine craftsmanship and jewelry.
item_silver_ingot_name,Silver Ingot,Silver Ingot
item_silver_ingot_desc,Precious silver ingot. For jewelry and fine items.,Precious silver ingot. For jewelry and fine items.
item_silver_ore_name,Silver Ore,Silver Ore
item_silver_ore_desc,Precious silver ore. Used for jewelry and fine metalwork.,Precious silver ore. Used for jewelry and fine metalwork.
item_sinew_name,Sinew,Sinew
item_sinew_desc,Animal sinew. Strong binding material for bows and tools. From Quick Snare traps.,Animal sinew. Strong binding material for bows and tools. From Quick Snare traps.
item_slate_name,Slate,Slate
item_slate_desc,Fine-grained metamorphic rock used for roofing and decoration.,Fine-grained metamorphic rock used for roofing and decoration.
item_soap_name,Soap,Soap
item_soap_desc,Basic soap. Essential for hygiene and trade.,Basic soap. Essential for hygiene and trade.
item_special_mushrooms_name,Special Mushrooms,Special Mushrooms
item_special_mushrooms_desc,Rare magical mushrooms with mysterious properties. Essential for advanced alchemy.,Rare magical mushrooms with mysterious properties. Essential for advanced alchemy.
item_stone_name,Stone,Stone
item_stone_desc,Basic stone extracted from mining. Essential for construction.,Basic stone extracted from mining. Essential for construction.
item_stone_block_name,Stone Block,Stone Block
item_stone_block_desc,Carved stone blocks for construction. Foundation of great structures.,Carved stone blocks for construction. Foundation of great structures.
item_sulfur_name,Sulfur,Sulfur
item_sulfur_desc,Bright yellow mineral with alchemical properties.,Bright yellow mineral with alchemical properties.
item_tallow_name,Tallow,Tallow
item_tallow_desc,Rendered animal fat. Used for candles and leather treatment.,Rendered animal fat. Used for candles and leather treatment.
item_teeth_name,Teeth,Teeth
item_teeth_desc,Animal teeth. Trophy decoration.,Animal teeth. Trophy decoration.
item_thread_name,Thread,Thread
item_thread_desc,Basic thread spun from plant fibers. Foundation of all textiles. Crafted from plant fiber.,Basic thread spun from plant fibers. Foundation of all textiles. Crafted from plant fiber.
item_tin_ingot_name,Tin Ingot,Tin Ingot
item_tin_ingot_desc,Smelted tin ingot. Combined with copper to create bronze.,Smelted tin ingot. Combined with copper to create bronze.
item_tin_ore_name,Tin Ore,Tin Ore
item_tin_ore_desc,Soft metal ore. Combined with copper to create bronze.,Soft metal ore. Combined with copper to create bronze.
item_topaz_name,Topaz,Topaz
item_topaz_desc,Golden-yellow gemstone. Popular for decorative jewelry.,Golden-yellow gemstone. Popular for decorative jewelry.
item_tree_sap_name,Tree Sap,Tree Sap
item_tree_sap_desc,Sticky tree sap. Used as adhesive.,Sticky tree sap. Used as adhesive.
item_trophy_antlers_name,Trophy Antlers,Trophy Antlers
item_trophy_antlers_desc,Magnificent antlers. Valuable trophy decoration.,Magnificent antlers. Valuable trophy decoration.
item_turnips_name,Turnips,Turnips
item_turnips_desc,Humble root vegetables. Winter food staple.,Humble root vegetables. Winter food staple.
item_ultimate_endgame_1_name,Philosopher's Stone,Philosopher's Stone
item_ultimate_endgame_1_desc,Legendary artifact of ultimate transmutation. Turns base metals to gold.,Legendary artifact of ultimate transmutation. Turns base metals to gold.
item_ultimate_endgame_2_name,Dragon Heart Core,Dragon Heart Core
item_ultimate_endgame_2_desc,Pulsing heart of an ancient dragon. Raw magical power incarnate.,Pulsing heart of an ancient dragon. Raw magical power incarnate.
item_ultimate_endgame_4_name,World Tree Sapling,World Tree Sapling
item_ultimate_endgame_4_desc,Young sapling of the mythical World Tree. Will grow to touch the heavens.,Young sapling of the mythical World Tree. Will grow to touch the heavens.
item_ultimate_endgame_6_name,Eternal Flame Relic,Eternal Flame Relic
item_ultimate_endgame_6_desc,Relic containing an eternal flame that never dies. Ultimate power source.,Relic containing an eternal flame that never dies. Ultimate power source.
item_walnuts_name,Walnuts,Walnuts
item_walnuts_desc,Prized walnuts. Luxury food ingredient for pastries.,Prized walnuts. Luxury food ingredient for pastries.
item_water_name,Water,Water
item_water_desc,Clean water. Essential for many crafting processes.,Clean water. Essential for many crafting processes.
item_wheat_name,Wheat,Wheat
item_wheat_desc,Golden wheat stalks. Basis of all bread and flour.,Golden wheat stalks. Basis of all bread and flour.
item_willow_planks_name,Willow Planks,Willow Planks
item_willow_planks_desc,Processed willow wood planks. Flexible and perfect for curved construction.,Processed willow wood planks. Flexible and perfect for curved construction.
item_willow_wood_name,Willow Wood,Willow Wood
item_willow_wood_desc,Flexible wood from willow trees. Perfect for bending and weaving.,Flexible wood from willow trees. Perfect for bending and weaving.
item_wine_name,Wine,Wine
item_wine_desc,Fermented grape wine. Celebration essential!,Fermented grape wine. Celebration essential!
item_woad_plant_name,Woad Plant,Woad Plant
item_woad_plant_desc,Traditional blue dye plant. Ancient dyeing technique. Found in Premium Bundles.,Traditional blue dye plant. Ancient dyeing technique. Found in Premium Bundles.
item_wolf_pelt_name,Wolf Pelt,Wolf Pelt
item_wolf_pelt_desc,Thick wolf pelt. Prized for luxury clothing.,Thick wolf pelt. Prized for luxury clothing.
item_wood_name,Wood,Wood
item_wood_desc,Raw wood harvested from trees. Used for construction and crafting.,Raw wood harvested from trees. Used for construction and crafting.
item_wooden_beam_name,Wooden Beam,Wooden Beam
item_wooden_beam_desc,Reinforced wooden beam. Essential construction component.,Reinforced wooden beam. Essential construction component.
item_wooden_handle_name,Wooden Handle,Wooden Handle
item_wooden_handle_desc,A sturdy wooden handle for tools and weapons.,A sturdy wooden handle for tools and weapons.
item_wool_fabric_name,Wool Fabric,Wool Fabric
item_wool_fabric_desc,Warm wool fabric. Perfect for winter clothing.,Warm wool fabric. Perfect for winter clothing.

# STORAGE Items
item_explorer_pack_name,Explorer\'s Pack,Explorer\'s Pack
item_explorer_pack_desc,Explorer's pack.,Explorer's pack.
item_large_backpack_name,Large Backpack,Large Backpack
item_large_backpack_desc,Large backpack.,Large backpack.
item_master_satchel_name,Master\'s Satchel,Master\'s Satchel
item_master_satchel_desc,Master-crafted satchel.,Master-crafted satchel.
item_masters_satchel_name,Master's Satchel,Master's Satchel
item_masters_satchel_desc,Premium storage satchel with advanced organization. For master crafters.,Premium storage satchel with advanced organization. For master crafters.
item_simple_bag_name,Simple Bag,Simple Bag
item_simple_bag_desc,Simple cloth bag.,Simple cloth bag.
item_small_pouch_name,Small Pouch,Small Pouch
item_small_pouch_desc,Small leather pouch.,Small leather pouch.
item_storage_chest_name,Storage Chest,Storage Chest
item_storage_chest_desc,Wooden storage chest. Household storage.,Wooden storage chest. Household storage.

# TOOLS Items
item_agricultural_tools_name,Agricultural Tools,Agricultural Tools
item_agricultural_tools_desc,Farming tools (hoes\, rakes\, sickles).,Farming tools (hoes\, rakes\, sickles).
item_basic_tool_set_name,Basic Tool Set,Basic Tool Set
item_basic_tool_set_desc,Basic tools for crafting.,Basic tools for crafting.
item_construction_kit_name,Construction Kit,Construction Kit
item_construction_kit_desc,Complete set of tools for building and repairs.,Complete set of tools for building and repairs.
item_crafting_supplies_name,Crafting Supplies,Crafting Supplies
item_crafting_supplies_desc,General crafting supplies kit.,General crafting supplies kit.
item_gathering_satchel_name,Gathering Satchel,Gathering Satchel
item_gathering_satchel_desc,Specialized gathering bag.,Specialized gathering bag.
item_master_trading_caravan_name,Master Trading Caravan,Master Trading Caravan
item_master_trading_caravan_desc,Fully equipped trading caravan.,Fully equipped trading caravan.
item_premium_workshop_tools_name,Premium Workshop Tools,Premium Workshop Tools
item_premium_workshop_tools_desc,High-quality workshop tools.,High-quality workshop tools.
item_workshop_tools_name,Workshop Tools,Workshop Tools
item_workshop_tools_desc,Wrench\, pliers\, tongs\, shears.,Wrench\, pliers\, tongs\, shears.
